"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","SOCEXP","PUB","PC_GDP","A","1996",4.574,
"TUR","SOCEXP","PUB","PC_GDP","A","1997",4.83,
"TUR","SOCEXP","PUB","PC_GDP","A","1998",5.002,
"TUR","SOCEXP","PUB","PC_GDP","A","1999",5.695,
"TUR","SOCEXP","PUB","PC_GDP","A","2000",7.513,
"TUR","SOCEXP","PUB","PC_GDP","A","2001",8.167,
"TUR","SOCEXP","PUB","PC_GDP","A","2002",8.734,
"TUR","SOCEXP","PUB","PC_GDP","A","2003",9.674,
"TUR","SOCEXP","PUB","PC_GDP","A","2004",9.953,
"TUR","SOCEXP","PUB","PC_GDP","A","2005",9.921,
"TUR","SOCEXP","PUB","PC_GDP","A","2006",10.206,
"TUR","SOCEXP","PUB","PC_GDP","A","2007",10.77,
"TUR","SOCEXP","PUB","PC_GDP","A","2008",10.978,
"TUR","SOCEXP","PUB","PC_GDP","A","2009",12.883,
"TUR","SOCEXP","PUB","PC_GDP","A","2010",12.212,
"TUR","SOCEXP","PUB","PC_GDP","A","2011",11.73,
"TUR","SOCEXP","PUB","PC_GDP","A","2012",11.879,
"TUR","SOCEXP","PUB","PC_GDP","A","2013",11.684,
"TUR","SOCEXP","PUB","PC_GDP","A","2014",11.61,
"TUR","SOCEXP","PUB","PC_GDP","A","2015",11.488,
"TUR","SOCEXP","PUB","PC_GDP","A","2016",12.534,
"TUR","SOCEXP","PUB","PC_GDP","A","2017",11.999,
"TUR","SOCEXP","PUB","PC_GDP","A","2018",11.767,
"TUR","SOCEXP","PUB","PC_GDP","A","2019",12.429,
"TUR","SOCEXP","PUBNET","PC_GDP","A","2005",8.995,
"TUR","SOCEXP","PUBNET","PC_GDP","A","2007",9.832,
"TUR","SOCEXP","PUBNET","PC_GDP","A","2009",11.835,
"TUR","SOCEXP","PUBNET","PC_GDP","A","2011",10.607,
"TUR","SOCEXP","PUBNET","PC_GDP","A","2013",10.522,
"TUR","SOCEXP","PUBNET","PC_GDP","A","2015",11.005,
"TUR","SOCEXP","PUBNET","PC_GDP","A","2017",11.629,
"TUR","SOCEXP","PUBNET","PC_GDP","A","2019",12.263,
"TUR","SOCEXP","PUB","USD_CAP","A","1980",204.778,
"TUR","SOCEXP","PUB","USD_CAP","A","1981",153.82,
"TUR","SOCEXP","PUB","USD_CAP","A","1982",168.202,
"TUR","SOCEXP","PUB","USD_CAP","A","1983",178.033,
"TUR","SOCEXP","PUB","USD_CAP","A","1984",223.016,
"TUR","SOCEXP","PUB","USD_CAP","A","1985",199.245,
"TUR","SOCEXP","PUB","USD_CAP","A","1986",223.798,
"TUR","SOCEXP","PUB","USD_CAP","A","1987",251.452,
"TUR","SOCEXP","PUB","USD_CAP","A","1988",294.835,
"TUR","SOCEXP","PUB","USD_CAP","A","1989",351.007,
"TUR","SOCEXP","PUB","USD_CAP","A","1990",463.561,
"TUR","SOCEXP","PUB","USD_CAP","A","1991",491.866,
"TUR","SOCEXP","PUB","USD_CAP","A","1992",526.544,
"TUR","SOCEXP","PUB","USD_CAP","A","1993",533.827,
"TUR","SOCEXP","PUB","USD_CAP","A","1994",455.175,
"TUR","SOCEXP","PUB","USD_CAP","A","1995",444.063,
"TUR","SOCEXP","PUB","USD_CAP","A","1996",636.587,
"TUR","SOCEXP","PUB","USD_CAP","A","1997",712.143,
"TUR","SOCEXP","PUB","USD_CAP","A","1998",749.632,
"TUR","SOCEXP","PUB","USD_CAP","A","1999",813.85,
"TUR","SOCEXP","PUB","USD_CAP","A","2000",1131.905,
"TUR","SOCEXP","PUB","USD_CAP","A","2001",1143.706,
"TUR","SOCEXP","PUB","USD_CAP","A","2002",1285.529,
"TUR","SOCEXP","PUB","USD_CAP","A","2003",1488.094,
"TUR","SOCEXP","PUB","USD_CAP","A","2004",1660.905,
"TUR","SOCEXP","PUB","USD_CAP","A","2005",1782.479,
"TUR","SOCEXP","PUB","USD_CAP","A","2006",1936.817,
"TUR","SOCEXP","PUB","USD_CAP","A","2007",2120.354,
"TUR","SOCEXP","PUB","USD_CAP","A","2008",2151.549,
"TUR","SOCEXP","PUB","USD_CAP","A","2009",2370.206,
"TUR","SOCEXP","PUB","USD_CAP","A","2010",2399.331,
"TUR","SOCEXP","PUB","USD_CAP","A","2011",2525.528,
"TUR","SOCEXP","PUB","USD_CAP","A","2012",2646.171,
"TUR","SOCEXP","PUB","USD_CAP","A","2013",2787.52,
"TUR","SOCEXP","PUB","USD_CAP","A","2014",2867.576,
"TUR","SOCEXP","PUB","USD_CAP","A","2015",2970.274,
"TUR","SOCEXP","PUB","USD_CAP","A","2016",3303.713,
"TUR","SOCEXP","PUB","USD_CAP","A","2017",3356.076,
"TUR","SOCEXP","PUB","USD_CAP","A","2018",3343.883,
"TUR","SOCEXP","PUB","USD_CAP","A","2019",3508.994,
"GBR","SOCEXP","PRIV","PC_GDP","A","1980",3.41,
"GBR","SOCEXP","PRIV","PC_GDP","A","1981",3.818,
"GBR","SOCEXP","PRIV","PC_GDP","A","1982",4.033,
"GBR","SOCEXP","PRIV","PC_GDP","A","1983",4.225,
"GBR","SOCEXP","PRIV","PC_GDP","A","1984",4.388,
"GBR","SOCEXP","PRIV","PC_GDP","A","1985",4.372,
"GBR","SOCEXP","PRIV","PC_GDP","A","1986",4.491,
"GBR","SOCEXP","PRIV","PC_GDP","A","1987",4.578,
"GBR","SOCEXP","PRIV","PC_GDP","A","1988",4.361,
"GBR","SOCEXP","PRIV","PC_GDP","A","1989",4.38,
"GBR","SOCEXP","PRIV","PC_GDP","A","1990",4.73,
"GBR","SOCEXP","PRIV","PC_GDP","A","1991",5.634,
"GBR","SOCEXP","PRIV","PC_GDP","A","1992",6.192,
"GBR","SOCEXP","PRIV","PC_GDP","A","1993",6.34,
"GBR","SOCEXP","PRIV","PC_GDP","A","1994",6.315,
"GBR","SOCEXP","PRIV","PC_GDP","A","1995",5.732,
"GBR","SOCEXP","PRIV","PC_GDP","A","1996",5.755,
"GBR","SOCEXP","PRIV","PC_GDP","A","1997",6.234,
"GBR","SOCEXP","PRIV","PC_GDP","A","1998",6.057,
"GBR","SOCEXP","PRIV","PC_GDP","A","1999",6.193,
"GBR","SOCEXP","PRIV","PC_GDP","A","2000",7.07,
"GBR","SOCEXP","PRIV","PC_GDP","A","2001",6.598,
"GBR","SOCEXP","PRIV","PC_GDP","A","2002",5.979,
"GBR","SOCEXP","PRIV","PC_GDP","A","2003",5.954,
"GBR","SOCEXP","PRIV","PC_GDP","A","2004",5.746,
"GBR","SOCEXP","PRIV","PC_GDP","A","2005",5.882,
"GBR","SOCEXP","PRIV","PC_GDP","A","2006",5.906,
"GBR","SOCEXP","PRIV","PC_GDP","A","2007",5.213,
"GBR","SOCEXP","PRIV","PC_GDP","A","2008",5.436,
"GBR","SOCEXP","PRIV","PC_GDP","A","2009",5.905,
"GBR","SOCEXP","PRIV","PC_GDP","A","2010",6.241,
"GBR","SOCEXP","PRIV","PC_GDP","A","2011",6.277,
"GBR","SOCEXP","PRIV","PC_GDP","A","2012",6.384,
"GBR","SOCEXP","PRIV","PC_GDP","A","2013",6.233,
"GBR","SOCEXP","PRIV","PC_GDP","A","2014",6.069,
"GBR","SOCEXP","PRIV","PC_GDP","A","2015",6.075,
"GBR","SOCEXP","PRIV","PC_GDP","A","2016",5.775,
"GBR","SOCEXP","PRIV","PC_GDP","A","2017",6.328,
"GBR","SOCEXP","PRIV","PC_GDP","A","2018",6.343,
"GBR","SOCEXP","PRIV","PC_GDP","A","2019",6.273,
"GBR","SOCEXP","PRIV","PC_GDP","A","2020",5.799,
"GBR","SOCEXP","PUB","PC_GDP","A","1980",15.587,
"GBR","SOCEXP","PUB","PC_GDP","A","1981",16.879,
"GBR","SOCEXP","PUB","PC_GDP","A","1982",17.324,
"GBR","SOCEXP","PUB","PC_GDP","A","1983",18.123,
"GBR","SOCEXP","PUB","PC_GDP","A","1984",18.056,
"GBR","SOCEXP","PUB","PC_GDP","A","1985",18.181,
"GBR","SOCEXP","PUB","PC_GDP","A","1986",18.193,
"GBR","SOCEXP","PUB","PC_GDP","A","1987",17.389,
"GBR","SOCEXP","PUB","PC_GDP","A","1988",16.133,
"GBR","SOCEXP","PUB","PC_GDP","A","1989",15.458,
"GBR","SOCEXP","PUB","PC_GDP","A","1990",14.903,
"GBR","SOCEXP","PUB","PC_GDP","A","1991",16.385,
"GBR","SOCEXP","PUB","PC_GDP","A","1992",17.821,
"GBR","SOCEXP","PUB","PC_GDP","A","1993",18.423,
"GBR","SOCEXP","PUB","PC_GDP","A","1994",17.719,
"GBR","SOCEXP","PUB","PC_GDP","A","1995",16.575,
"GBR","SOCEXP","PUB","PC_GDP","A","1996",16.393,
"GBR","SOCEXP","PUB","PC_GDP","A","1997",16.528,
"GBR","SOCEXP","PUB","PC_GDP","A","1998",16.925,
"GBR","SOCEXP","PUB","PC_GDP","A","1999",16.735,
"GBR","SOCEXP","PUB","PC_GDP","A","2000",16.807,
"GBR","SOCEXP","PUB","PC_GDP","A","2001",17.606,
"GBR","SOCEXP","PUB","PC_GDP","A","2002",17.864,
"GBR","SOCEXP","PUB","PC_GDP","A","2003",18.619,
"GBR","SOCEXP","PUB","PC_GDP","A","2004",19.188,
"GBR","SOCEXP","PUB","PC_GDP","A","2005",19.141,
"GBR","SOCEXP","PUB","PC_GDP","A","2006",19.063,
"GBR","SOCEXP","PUB","PC_GDP","A","2007",19.571,
"GBR","SOCEXP","PUB","PC_GDP","A","2008",20.828,
"GBR","SOCEXP","PUB","PC_GDP","A","2009",22.924,
"GBR","SOCEXP","PUB","PC_GDP","A","2010",23.069,
"GBR","SOCEXP","PUB","PC_GDP","A","2011",22.851,
"GBR","SOCEXP","PUB","PC_GDP","A","2012",22.951,
"GBR","SOCEXP","PUB","PC_GDP","A","2013",22.224,
"GBR","SOCEXP","PUB","PC_GDP","A","2014",21.685,
"GBR","SOCEXP","PUB","PC_GDP","A","2015",21.279,
"GBR","SOCEXP","PUB","PC_GDP","A","2016",20.616,
"GBR","SOCEXP","PUB","PC_GDP","A","2017",20.212,
"GBR","SOCEXP","PUB","PC_GDP","A","2018",19.724,
"GBR","SOCEXP","PUB","PC_GDP","A","2019",19.513,
"GBR","SOCEXP","PUB","PC_GDP","A","2020",22.488,
"GBR","SOCEXP","PUB","PC_GDP","A","2021",22.1,
"GBR","SOCEXP","PUBNET","PC_GDP","A","1997",15.453,
"GBR","SOCEXP","PUBNET","PC_GDP","A","1999",15.542,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2001",16.483,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2003",17.665,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2005",18.194,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2007",18.627,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2009",21.609,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2011",21.553,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2013",20.86,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2015",19.981,
"GBR","SOCEXP","PUBNET","PC_GDP","A","2017",19.049,
"GBR","SOCEXP","TOTNET","PC_GDP","A","1997",20.552,
"GBR","SOCEXP","TOTNET","PC_GDP","A","1999",20.552,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2001",21.848,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2003",22.503,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2005",22.742,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2007",22.664,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2009",26.301,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2011",26.365,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2013",25.683,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2015",24.667,
"GBR","SOCEXP","TOTNET","PC_GDP","A","2017",24.008,
"GBR","SOCEXP","PUB","USD_CAP","A","1980",3528.419,
"GBR","SOCEXP","PUB","USD_CAP","A","1981",3818.571,
"GBR","SOCEXP","PUB","USD_CAP","A","1982",4023.168,
"GBR","SOCEXP","PUB","USD_CAP","A","1983",4361.314,
"GBR","SOCEXP","PUB","USD_CAP","A","1984",4456.861,
"GBR","SOCEXP","PUB","USD_CAP","A","1985",4649.928,
"GBR","SOCEXP","PUB","USD_CAP","A","1986",4816.978,
"GBR","SOCEXP","PUB","USD_CAP","A","1987",4846.915,
"GBR","SOCEXP","PUB","USD_CAP","A","1988",4706.014,
"GBR","SOCEXP","PUB","USD_CAP","A","1989",4589.919,
"GBR","SOCEXP","PUB","USD_CAP","A","1990",4422.778,
"GBR","SOCEXP","PUB","USD_CAP","A","1991",4812.27,
"GBR","SOCEXP","PUB","USD_CAP","A","1992",5269.758,
"GBR","SOCEXP","PUB","USD_CAP","A","1993",5589.323,
"GBR","SOCEXP","PUB","USD_CAP","A","1994",5552.102,
"GBR","SOCEXP","PUB","USD_CAP","A","1995",5307.401,
"GBR","SOCEXP","PUB","USD_CAP","A","1996",5395.409,
"GBR","SOCEXP","PUB","USD_CAP","A","1997",5667.957,
"GBR","SOCEXP","PUB","USD_CAP","A","1998",5967.046,
"GBR","SOCEXP","PUB","USD_CAP","A","1999",6065.63,
"GBR","SOCEXP","PUB","USD_CAP","A","2000",6267.811,
"GBR","SOCEXP","PUB","USD_CAP","A","2001",6676.264,
"GBR","SOCEXP","PUB","USD_CAP","A","2002",6903.957,
"GBR","SOCEXP","PUB","USD_CAP","A","2003",7366.083,
"GBR","SOCEXP","PUB","USD_CAP","A","2004",7729.609,
"GBR","SOCEXP","PUB","USD_CAP","A","2005",7851.437,
"GBR","SOCEXP","PUB","USD_CAP","A","2006",7958.129,
"GBR","SOCEXP","PUB","USD_CAP","A","2007",8235.618,
"GBR","SOCEXP","PUB","USD_CAP","A","2008",8586.584,
"GBR","SOCEXP","PUB","USD_CAP","A","2009",9130.246,
"GBR","SOCEXP","PUB","USD_CAP","A","2010",9292.738,
"GBR","SOCEXP","PUB","USD_CAP","A","2011",9265.848,
"GBR","SOCEXP","PUB","USD_CAP","A","2012",9391.883,
"GBR","SOCEXP","PUB","USD_CAP","A","2013",9230.561,
"GBR","SOCEXP","PUB","USD_CAP","A","2014",9195.975,
"GBR","SOCEXP","PUB","USD_CAP","A","2015",9178.808,
"GBR","SOCEXP","PUB","USD_CAP","A","2016",9021.696,
"GBR","SOCEXP","PUB","USD_CAP","A","2017",8969.14,
"GBR","SOCEXP","PUB","USD_CAP","A","2018",8845.972,
"GBR","SOCEXP","PUB","USD_CAP","A","2019",8602.624,
"GBR","SOCEXP","PUB","USD_CAP","A","2020",9343.244,
"USA","SOCEXP","PRIV","PC_GDP","A","1980",4.756,
"USA","SOCEXP","PRIV","PC_GDP","A","1981",5.166,
"USA","SOCEXP","PRIV","PC_GDP","A","1982",5.636,
"USA","SOCEXP","PRIV","PC_GDP","A","1983",5.866,
"USA","SOCEXP","PRIV","PC_GDP","A","1984",6.105,
"USA","SOCEXP","PRIV","PC_GDP","A","1985",6.595,
"USA","SOCEXP","PRIV","PC_GDP","A","1986",6.679,
"USA","SOCEXP","PRIV","PC_GDP","A","1987",6.929,
"USA","SOCEXP","PRIV","PC_GDP","A","1988",7.044,
"USA","SOCEXP","PRIV","PC_GDP","A","1989",7.626,
"USA","SOCEXP","PRIV","PC_GDP","A","1990",7.902,
"USA","SOCEXP","PRIV","PC_GDP","A","1991",8.237,
"USA","SOCEXP","PRIV","PC_GDP","A","1992",8.506,
"USA","SOCEXP","PRIV","PC_GDP","A","1993",8.474,
"USA","SOCEXP","PRIV","PC_GDP","A","1994",8.492,
"USA","SOCEXP","PRIV","PC_GDP","A","1995",8.62,
"USA","SOCEXP","PRIV","PC_GDP","A","1996",9.581,
"USA","SOCEXP","PRIV","PC_GDP","A","1997",9.008,
"USA","SOCEXP","PRIV","PC_GDP","A","1998",8.892,
"USA","SOCEXP","PRIV","PC_GDP","A","1999",9.066,
"USA","SOCEXP","PRIV","PC_GDP","A","2000",9.219,
"USA","SOCEXP","PRIV","PC_GDP","A","2001",9.415,
"USA","SOCEXP","PRIV","PC_GDP","A","2002",9.796,
"USA","SOCEXP","PRIV","PC_GDP","A","2003",10.02,
"USA","SOCEXP","PRIV","PC_GDP","A","2004",10.016,
"USA","SOCEXP","PRIV","PC_GDP","A","2005",10.038,
"USA","SOCEXP","PRIV","PC_GDP","A","2006",10.283,
"USA","SOCEXP","PRIV","PC_GDP","A","2007",10.621,
"USA","SOCEXP","PRIV","PC_GDP","A","2008",10.402,
"USA","SOCEXP","PRIV","PC_GDP","A","2009",10.396,
"USA","SOCEXP","PRIV","PC_GDP","A","2010",11.095,
"USA","SOCEXP","PRIV","PC_GDP","A","2011",11.156,
"USA","SOCEXP","PRIV","PC_GDP","A","2012",11.442,
"USA","SOCEXP","PRIV","PC_GDP","A","2013",11.496,
"USA","SOCEXP","PRIV","PC_GDP","A","2014",11.635,
"USA","SOCEXP","PRIV","PC_GDP","A","2015",11.832,
"USA","SOCEXP","PRIV","PC_GDP","A","2016",11.885,
"USA","SOCEXP","PRIV","PC_GDP","A","2017",12.191,
"USA","SOCEXP","PRIV","PC_GDP","A","2018",12.3,
"USA","SOCEXP","PRIV","PC_GDP","A","2019",12.366,
"USA","SOCEXP","PRIV","PC_GDP","A","2020",12.838,
"USA","SOCEXP","PUB","PC_GDP","A","1980",12.86,
"USA","SOCEXP","PUB","PC_GDP","A","1981",13.2,
"USA","SOCEXP","PUB","PC_GDP","A","1982",13.619,
"USA","SOCEXP","PUB","PC_GDP","A","1983",13.783,
"USA","SOCEXP","PUB","PC_GDP","A","1984",12.894,
"USA","SOCEXP","PUB","PC_GDP","A","1985",12.587,
"USA","SOCEXP","PUB","PC_GDP","A","1986",12.924,
"USA","SOCEXP","PUB","PC_GDP","A","1987",12.883,
"USA","SOCEXP","PUB","PC_GDP","A","1988",12.845,
"USA","SOCEXP","PUB","PC_GDP","A","1989",12.833,
"USA","SOCEXP","PUB","PC_GDP","A","1990",13.197,
"USA","SOCEXP","PUB","PC_GDP","A","1991",14.166,
"USA","SOCEXP","PUB","PC_GDP","A","1992",14.847,
"USA","SOCEXP","PUB","PC_GDP","A","1993",15.114,
"USA","SOCEXP","PUB","PC_GDP","A","1994",15.06,
"USA","SOCEXP","PUB","PC_GDP","A","1995",14.94,
"USA","SOCEXP","PUB","PC_GDP","A","1996",15.215,
"USA","SOCEXP","PUB","PC_GDP","A","1997",14.333,
"USA","SOCEXP","PUB","PC_GDP","A","1998",14.395,
"USA","SOCEXP","PUB","PC_GDP","A","1999",14.119,
"USA","SOCEXP","PUB","PC_GDP","A","2000",14.123,
"USA","SOCEXP","PUB","PC_GDP","A","2001",14.698,
"USA","SOCEXP","PUB","PC_GDP","A","2002",15.536,
"USA","SOCEXP","PUB","PC_GDP","A","2003",15.801,
"USA","SOCEXP","PUB","PC_GDP","A","2004",15.663,
"USA","SOCEXP","PUB","PC_GDP","A","2005",15.492,
"USA","SOCEXP","PUB","PC_GDP","A","2006",15.541,
"USA","SOCEXP","PUB","PC_GDP","A","2007",15.673,
"USA","SOCEXP","PUB","PC_GDP","A","2008",16.245,
"USA","SOCEXP","PUB","PC_GDP","A","2009",18.309,
"USA","SOCEXP","PUB","PC_GDP","A","2010",19.033,
"USA","SOCEXP","PUB","PC_GDP","A","2011",18.726,
"USA","SOCEXP","PUB","PC_GDP","A","2012",18.46,
"USA","SOCEXP","PUB","PC_GDP","A","2013",18.428,
"USA","SOCEXP","PUB","PC_GDP","A","2014",18.439,
"USA","SOCEXP","PUB","PC_GDP","A","2015",18.537,
"USA","SOCEXP","PUB","PC_GDP","A","2016",18.658,
"USA","SOCEXP","PUB","PC_GDP","A","2017",18.474,
"USA","SOCEXP","PUB","PC_GDP","A","2018",18.235,
"USA","SOCEXP","PUB","PC_GDP","A","2019",18.262,
"USA","SOCEXP","PUB","PC_GDP","A","2020",23.942,
"USA","SOCEXP","PUB","PC_GDP","A","2021",22.7,
"USA","SOCEXP","PUBNET","PC_GDP","A","1993",15.495,
"USA","SOCEXP","PUBNET","PC_GDP","A","1995",15.489,
"USA","SOCEXP","PUBNET","PC_GDP","A","1997",14.854,
"USA","SOCEXP","PUBNET","PC_GDP","A","1999",14.568,
"USA","SOCEXP","PUBNET","PC_GDP","A","2001",15.748,
"USA","SOCEXP","PUBNET","PC_GDP","A","2003",17.024,
"USA","SOCEXP","PUBNET","PC_GDP","A","2005",16.693,
"USA","SOCEXP","PUBNET","PC_GDP","A","2007",16.769,
"USA","SOCEXP","PUBNET","PC_GDP","A","2009",19.5,
"USA","SOCEXP","PUBNET","PC_GDP","A","2011",19.997,
"USA","SOCEXP","PUBNET","PC_GDP","A","2013",20.281,
"USA","SOCEXP","PUBNET","PC_GDP","A","2015",20.417,
"USA","SOCEXP","PUBNET","PC_GDP","A","2017",20.315,
"USA","SOCEXP","TOTNET","PC_GDP","A","1993",22.546,
"USA","SOCEXP","TOTNET","PC_GDP","A","1995",22.484,
"USA","SOCEXP","TOTNET","PC_GDP","A","1997",22.23,
"USA","SOCEXP","TOTNET","PC_GDP","A","1999",22.024,
"USA","SOCEXP","TOTNET","PC_GDP","A","2001",23.341,
"USA","SOCEXP","TOTNET","PC_GDP","A","2003",25.2,
"USA","SOCEXP","TOTNET","PC_GDP","A","2005",24.861,
"USA","SOCEXP","TOTNET","PC_GDP","A","2007",25.358,
"USA","SOCEXP","TOTNET","PC_GDP","A","2009",27.973,
"USA","SOCEXP","TOTNET","PC_GDP","A","2011",29.047,
"USA","SOCEXP","TOTNET","PC_GDP","A","2013",28.73,
"USA","SOCEXP","TOTNET","PC_GDP","A","2015",29.142,
"USA","SOCEXP","TOTNET","PC_GDP","A","2017",29.405,
"USA","SOCEXP","PUB","USD_CAP","A","1980",4012.565,
"USA","SOCEXP","PUB","USD_CAP","A","1981",4153.097,
"USA","SOCEXP","PUB","USD_CAP","A","1982",4209.585,
"USA","SOCEXP","PUB","USD_CAP","A","1983",4348.834,
"USA","SOCEXP","PUB","USD_CAP","A","1984",4299.06,
"USA","SOCEXP","PUB","USD_CAP","A","1985",4362.607,
"USA","SOCEXP","PUB","USD_CAP","A","1986",4599.703,
"USA","SOCEXP","PUB","USD_CAP","A","1987",4701.684,
"USA","SOCEXP","PUB","USD_CAP","A","1988",4831.928,
"USA","SOCEXP","PUB","USD_CAP","A","1989",4964.016,
"USA","SOCEXP","PUB","USD_CAP","A","1990",5166.374,
"USA","SOCEXP","PUB","USD_CAP","A","1991",5495.574,
"USA","SOCEXP","PUB","USD_CAP","A","1992",5833.004,
"USA","SOCEXP","PUB","USD_CAP","A","1993",6033.301,
"USA","SOCEXP","PUB","USD_CAP","A","1994",6158.651,
"USA","SOCEXP","PUB","USD_CAP","A","1995",6218.731,
"USA","SOCEXP","PUB","USD_CAP","A","1996",6479.368,
"USA","SOCEXP","PUB","USD_CAP","A","1997",6289.91,
"USA","SOCEXP","PUB","USD_CAP","A","1998",6522.41,
"USA","SOCEXP","PUB","USD_CAP","A","1999",6622.993,
"USA","SOCEXP","PUB","USD_CAP","A","2000",6831.078,
"USA","SOCEXP","PUB","USD_CAP","A","2001",7156.659,
"USA","SOCEXP","PUB","USD_CAP","A","2002",7605.183,
"USA","SOCEXP","PUB","USD_CAP","A","2003",7857.077,
"USA","SOCEXP","PUB","USD_CAP","A","2004",7996.091,
"USA","SOCEXP","PUB","USD_CAP","A","2005",8116.725,
"USA","SOCEXP","PUB","USD_CAP","A","2006",8303.873,
"USA","SOCEXP","PUB","USD_CAP","A","2007",8476.446,
"USA","SOCEXP","PUB","USD_CAP","A","2008",8753.798,
"USA","SOCEXP","PUB","USD_CAP","A","2009",9589.855,
"USA","SOCEXP","PUB","USD_CAP","A","2010",10020.574,
"USA","SOCEXP","PUB","USD_CAP","A","2011",9965.491,
"USA","SOCEXP","PUB","USD_CAP","A","2012",9959.907,
"USA","SOCEXP","PUB","USD_CAP","A","2013",10066.8,
"USA","SOCEXP","PUB","USD_CAP","A","2014",10219.573,
"USA","SOCEXP","PUB","USD_CAP","A","2015",10466.342,
"USA","SOCEXP","PUB","USD_CAP","A","2016",10660.967,
"USA","SOCEXP","PUB","USD_CAP","A","2017",10709.934,
"USA","SOCEXP","PUB","USD_CAP","A","2018",10803.048,
"USA","SOCEXP","PUB","USD_CAP","A","2019",11028.43,
"USA","SOCEXP","PUB","USD_CAP","A","2020",14097.04,
"CHL","SOCEXP","PRIV","PC_GDP","A","1987",0.349,
"CHL","SOCEXP","PRIV","PC_GDP","A","1988",0.37,
"CHL","SOCEXP","PRIV","PC_GDP","A","1989",0.451,
"CHL","SOCEXP","PRIV","PC_GDP","A","1990",0.542,
"CHL","SOCEXP","PRIV","PC_GDP","A","1991",0.649,
"CHL","SOCEXP","PRIV","PC_GDP","A","1992",0.766,
"CHL","SOCEXP","PRIV","PC_GDP","A","1993",0.879,
"CHL","SOCEXP","PRIV","PC_GDP","A","1994",1.061,
"CHL","SOCEXP","PRIV","PC_GDP","A","1995",1.178,
"CHL","SOCEXP","PRIV","PC_GDP","A","1996",1.254,
"CHL","SOCEXP","PRIV","PC_GDP","A","1997",1.318,
"CHL","SOCEXP","PRIV","PC_GDP","A","1998",1.343,
"CHL","SOCEXP","PRIV","PC_GDP","A","1999",1.477,
"CHL","SOCEXP","PRIV","PC_GDP","A","2000",2.66,
"CHL","SOCEXP","PRIV","PC_GDP","A","2001",2.746,
"CHL","SOCEXP","PRIV","PC_GDP","A","2002",2.719,
"CHL","SOCEXP","PRIV","PC_GDP","A","2003",2.664,
"CHL","SOCEXP","PRIV","PC_GDP","A","2004",2.735,
"CHL","SOCEXP","PRIV","PC_GDP","A","2005",2.677,
"CHL","SOCEXP","PRIV","PC_GDP","A","2006",2.534,
"CHL","SOCEXP","PRIV","PC_GDP","A","2007",2.627,
"CHL","SOCEXP","PRIV","PC_GDP","A","2008",2.946,
"CHL","SOCEXP","PRIV","PC_GDP","A","2009",3.254,
"CHL","SOCEXP","PRIV","PC_GDP","A","2010",2.988,
"CHL","SOCEXP","PRIV","PC_GDP","A","2011",3.064,
"CHL","SOCEXP","PRIV","PC_GDP","A","2012",3.173,
"CHL","SOCEXP","PRIV","PC_GDP","A","2013",3.355,
"CHL","SOCEXP","PRIV","PC_GDP","A","2014",3.413,
"CHL","SOCEXP","PRIV","PC_GDP","A","2015",3.532,
"CHL","SOCEXP","PRIV","PC_GDP","A","2016",3.518,
"CHL","SOCEXP","PRIV","PC_GDP","A","2017",3.663,
"CHL","SOCEXP","PRIV","PC_GDP","A","2018",3.735,
"CHL","SOCEXP","PRIV","PC_GDP","A","2019",3.935,
"CHL","SOCEXP","PRIV","PC_GDP","A","2020",4.292,
"CHL","SOCEXP","PRIV","PC_GDP","A","2021",3.732,
"CHL","SOCEXP","PUB","PC_GDP","A","1987",11.743,
"CHL","SOCEXP","PUB","PC_GDP","A","1988",10.444,
"CHL","SOCEXP","PUB","PC_GDP","A","1989",9.853,
"CHL","SOCEXP","PUB","PC_GDP","A","1990",9.726,
"CHL","SOCEXP","PUB","PC_GDP","A","1991",9.707,
"CHL","SOCEXP","PUB","PC_GDP","A","1992",9.272,
"CHL","SOCEXP","PUB","PC_GDP","A","1993",9.388,
"CHL","SOCEXP","PUB","PC_GDP","A","1994",9.129,
"CHL","SOCEXP","PUB","PC_GDP","A","1995",10.897,
"CHL","SOCEXP","PUB","PC_GDP","A","1996",11.784,
"CHL","SOCEXP","PUB","PC_GDP","A","1997",11.477,
"CHL","SOCEXP","PUB","PC_GDP","A","1998",11.845,
"CHL","SOCEXP","PUB","PC_GDP","A","1999",12.635,
"CHL","SOCEXP","PUB","PC_GDP","A","2000",10.346,
